Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
HS,2017,201704,April 2017,6,1,2,Exports,458,Malaysia,,96,Brunei Darussalam,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,90,,3670,,,0
HS,2017,201704,April 2017,6,1,2,Exports,458,Malaysia,,344,"China, Hong Kong SAR",,,,,,,,,300220,Vaccines; for human medicine,,,,,,,734,,8624,,,0
HS,2017,201704,April 2017,6,1,1,Imports,458,Malaysia,,764,Thailand,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,876,,188018,,,0
HS,2017,201704,April 2017,6,1,1,Imports,458,Malaysia,,702,Singapore,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,0,,5798,,,0
HS,2017,201704,April 2017,6,1,1,Imports,458,Malaysia,,410,Rep. of Korea,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,135660,,241217,,,0
HS,2017,201710,October 2017,6,1,1,Imports,458,Malaysia,,251,France,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,8790,,2868644,,,0
HS,2017,201710,October 2017,6,1,1,Imports,458,Malaysia,,757,Switzerland,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,3,,56895,,,0
HS,2017,201710,October 2017,6,1,1,Imports,458,Malaysia,,0,World,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,134834,,6451671,,,0
HS,2017,201710,October 2017,6,1,1,Imports,458,Malaysia,,392,Japan,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,10000,,38544,,,0
HS,2017,201703,March 2017,6,1,1,Imports,458,Malaysia,,757,Switzerland,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,1,,12635,,,0
HS,2017,201703,March 2017,6,1,1,Imports,458,Malaysia,,251,France,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,1199,,429710,,,0
