Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
HS,2017,201712,December 2017,6,1,1,Imports,300,Greece,,528,Netherlands,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,4549,,3076082,,,0
HS,2017,201712,December 2017,6,1,1,Imports,300,Greece,,724,Spain,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,46,,33273,,,0
HS,2017,201710,October 2017,6,1,1,Imports,300,Greece,,40,Austria,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,338,,357255,,,0
HS,2017,201712,December 2017,6,1,2,Exports,300,Greece,,0,World,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,266,,259115,,,0
HS,2017,201712,December 2017,6,1,2,Exports,300,Greece,,470,Malta,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,60,,112936,,,0
HS,2017,201712,December 2017,6,1,2,Exports,300,Greece,,196,Cyprus,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,196,,113421,,,0
HS,2017,201710,October 2017,6,1,2,Exports,300,Greece,,100,Bulgaria,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,51,,506,,,0
HS,2017,201712,December 2017,6,1,2,Exports,300,Greece,,56,Belgium,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,10,,32758,,,0
HS,2017,201712,December 2017,6,1,1,Imports,300,Greece,,0,World,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,9685,,4387974,,,0
HS,2017,201711,November 2017,6,1,1,Imports,300,Greece,,56,Belgium,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,5345,,2286710,,,0
HS,2017,201711,November 2017,6,1,1,Imports,300,Greece,,724,Spain,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,106,,56176,,,0
HS,2017,201702,February 2017,6,1,1,Imports,300,Greece,,40,Austria,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,301,,287968,,,0
HS,2017,201702,February 2017,6,1,1,Imports,300,Greece,,56,Belgium,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,1940,,2149593,,,0
HS,2017,201702,February 2017,6,1,1,Imports,300,Greece,,0,World,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,5500,,5769355,,,0
HS,2017,201702,February 2017,6,1,1,Imports,300,Greece,,251,France,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,2,,385,,,0
HS,2017,201702,February 2017,6,1,1,Imports,300,Greece,,528,Netherlands,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,1878,,1694024,,,0
HS,2017,201702,February 2017,6,1,1,Imports,300,Greece,,724,Spain,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,82,,38825,,,0
HS,2017,201702,February 2017,6,1,1,Imports,300,Greece,,826,United Kingdom,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,1297,,1598561,,,0
HS,2017,201712,December 2017,6,1,1,Imports,300,Greece,,251,France,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,1500,,359130,,,0
HS,2017,201711,November 2017,6,1,2,Exports,300,Greece,,470,Malta,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,44,,96024,,,0
HS,2017,201710,October 2017,6,1,2,Exports,300,Greece,,196,Cyprus,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,15,,17893,,,0
HS,2017,201711,November 2017,6,1,1,Imports,300,Greece,,528,Netherlands,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,1212,,2467781,,,0
HS,2017,201710,October 2017,6,1,1,Imports,300,Greece,,56,Belgium,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,2939,,792373,,,0
HS,2017,201710,October 2017,6,1,1,Imports,300,Greece,,826,United Kingdom,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,3954,,5305169,,,0
HS,2017,201710,October 2017,6,1,1,Imports,300,Greece,,381,Italy,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,1559,,2519523,,,0
HS,2017,201711,November 2017,6,1,1,Imports,300,Greece,,0,World,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,9553,,5812369,,,0
HS,2017,201710,October 2017,6,1,1,Imports,300,Greece,,724,Spain,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,97,,48119,,,0
HS,2017,201710,October 2017,6,1,1,Imports,300,Greece,,100,Bulgaria,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,62,,72417,,,0
HS,2017,201710,October 2017,6,1,2,Exports,300,Greece,,0,World,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,66,,18398,,,0
HS,2017,201710,October 2017,6,1,1,Imports,300,Greece,,528,Netherlands,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,2525,,1871012,,,0
HS,2017,201711,November 2017,6,1,1,Imports,300,Greece,,251,France,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,1512,,526361,,,0
HS,2017,201711,November 2017,6,1,1,Imports,300,Greece,,826,United Kingdom,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,2,,144,,,0
HS,2017,201701,January 2017,6,1,1,Imports,300,Greece,,826,United Kingdom,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,5295,,6453127,,,0
HS,2017,201701,January 2017,6,1,2,Exports,300,Greece,,100,Bulgaria,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,152,,3240,,,0
HS,2017,201701,January 2017,6,1,2,Exports,300,Greece,,196,Cyprus,,,,,,,,,300220,Vaccines; for human medicine,,,,,,,128,,190239,,,0
