Reporter,Partner,Trade Flow,Trade Value (US$),Netweight (kg),Value_Per_Kg
Ecuador,Ireland,Imports,1135949,824.0,1378.5788834951456
Ecuador,Italy,Imports,672675,525.0,1281.2857142857142
Ecuador,Netherlands,Imports,486365,1446.0,336.3520055325035
Ecuador,Rep. of Korea,Imports,11132461,16770.0,663.8319022063208
Ecuador,Sweden,Imports,69216,50.0,1384.32
Ecuador,United States of America,Imports,1994689,2848.0,700.3823735955057
Ecuador,Uruguay,Imports,5500,50.0,110.0
Egypt,Belgium,Imports,9581794,0.0,0.0
Egypt,Bulgaria,Imports,36908,0.0,0.0
Egypt,Canada,Imports,205343,0.0,0.0
Egypt,China,Imports,9119331,0.0,0.0
Egypt,Denmark,Imports,4469504,0.0,0.0
Egypt,France,Imports,22861928,0.0,0.0
Egypt,Germany,Imports,5334771,0.0,0.0
Egypt,India,Imports,13466755,0.0,0.0
Egypt,Indonesia,Imports,3340820,0.0,0.0
Egypt,Ireland,Imports,200662,0.0,0.0
Egypt,Italy,Imports,169378,0.0,0.0
Egypt,Mexico,Imports,88825,0.0,0.0
Egypt,Rep. of Korea,Imports,327253,0.0,0.0
Egypt,Spain,Imports,414937,0.0,0.0
Egypt,United Arab Emirates,Exports,12676,0.0,0.0
Egypt,United Kingdom,Imports,320784,0.0,0.0
Egypt,United States of America,Imports,3973110,0.0,0.0
El Salvador,Belgium,Imports,5091335,10736.0,474.23016020864384
El Salvador,Canada,Imports,157412,739.0,213.0067658998647
El Salvador,Denmark,Imports,2495,10.0,249.5
El Salvador,France,Imports,1378783,6680.0,206.4046407185629
El Salvador,Germany,Imports,275450,2020.0,136.36138613861385
El Salvador,Guatemala,Exports,47500,28.0,1696.4285714285713
El Salvador,India,Imports,1409822,16041.0,87.88866030796085
El Salvador,Indonesia,Imports,46178,278.0,166.10791366906474
El Salvador,Ireland,Imports,276006,1125.0,245.33866666666665
El Salvador,Italy,Imports,27879,1114.0,25.026032315978455
El Salvador,Netherlands,Imports,14160,64.0,221.25
El Salvador,Rep. of Korea,Imports,13165,67.0,196.49253731343285
El Salvador,Switzerland,Imports,545910,2941.0,185.62053723223394
El Salvador,United Kingdom,Imports,34000,130.0,261.53846153846155
El Salvador,United States of America,Imports,3569131,8481.0,420.83846244546635
Estonia,Austria,Imports,716236,65.0,11019.015384615384
Estonia,Belgium,Imports,693704,364.0,1905.7802197802198
Estonia,France,Imports,898830,917.0,980.185387131952
Estonia,Germany,Imports,345,1.0,345.0
Estonia,Italy,Imports,2634,0.0,0.0
Estonia,Latvia,Exports,79185,203.0,390.0738916256158
Estonia,Netherlands,Imports,218119,442.0,493.4819004524887
Estonia,Sweden,Imports,1696,2.0,848.0
Estonia,Ukraine,Imports,101,2.0,50.5
Estonia,United Kingdom,Imports,180123,26.0,6927.807692307692
Finland,Austria,Imports,3152844,2125.0,1483.691294117647
Finland,Belarus,Exports,5,1.0,5.0
Finland,Belgium,Exports,221498,121.0,1830.5619834710744
Finland,Belgium,Imports,629903,888.0,709.3502252252252
Finland,Denmark,Imports,71435,45.0,1587.4444444444443
Finland,France,Imports,6261620,13369.0,468.36861395766323
Finland,Indonesia,Exports,102,0.0,0.0
Finland,Italy,Imports,2037,1.0,2037.0
Finland,Netherlands,Imports,14474,3.0,4824.666666666667
Finland,Norway,Imports,1303,2.0,651.5
Finland,Poland,Imports,15438043,6012.0,2567.8714238190287
Finland,South Africa,Exports,49,0.0,0.0
Finland,Spain,Imports,99606,44.0,2263.7727272727275
Finland,Sweden,Exports,18682,7.0,2668.8571428571427
Finland,Sweden,Imports,120727,560.0,215.58392857142857
Finland,United Kingdom,Imports,1505056,338.0,4452.828402366864
Finland,United States of America,Exports,20,0.0,0.0
Finland,United States of America,Imports,7703467,14399.0,535.0001388985346
France,Afghanistan,Exports,3713223,0.0,0.0
France,Albania,Exports,517375,0.0,0.0
France,Algeria,Exports,13447975,0.0,0.0
France,Andorra,Exports,853631,0.0,0.0
France,Angola,Exports,1402246,0.0,0.0
France,Anguilla,Exports,1058,0.0,0.0
France,"Areas, nes",Imports,88277,0.0,0.0
France,Argentina,Exports,13699263,0.0,0.0
France,Argentina,Imports,639728,0.0,0.0
France,Armenia,Exports,3562893,0.0,0.0
France,Aruba,Exports,107461,0.0,0.0
France,Australia,Exports,19837667,0.0,0.0
France,Australia,Imports,175996,0.0,0.0
France,Austria,Exports,14184600,0.0,0.0
France,Austria,Imports,25213391,0.0,0.0
France,Azerbaijan,Exports,62674,0.0,0.0
France,Bahamas,Exports,9703,0.0,0.0
France,Bahrain,Exports,1108596,0.0,0.0
France,Bangladesh,Exports,922464,0.0,0.0
France,Barbados,Exports,140266,0.0,0.0
France,Belarus,Exports,3055560,0.0,0.0
France,Belgium,Exports,1249036013,0.0,0.0
France,Belgium,Imports,740277632,0.0,0.0
France,Belize,Exports,7966,0.0,0.0
France,Benin,Exports,92732,0.0,0.0
France,Bermuda,Exports,103428,0.0,0.0
France,Bolivia,Exports,1942282,0.0,0.0
France,Bosnia Herzegovina,Exports,2331198,0.0,0.0
France,Botswana,Exports,500442,0.0,0.0
France,Brazil,Exports,60828194,0.0,0.0
France,Bulgaria,Exports,457858,0.0,0.0
France,Burkina Faso,Exports,1012467,0.0,0.0
France,Cambodia,Exports,864859,0.0,0.0
France,Cameroon,Exports,2051838,0.0,0.0
France,Canada,Exports,30783754,0.0,0.0
France,Canada,Imports,32956458,0.0,0.0
France,Cayman Isds,Exports,81304,0.0,0.0
France,Central African Rep.,Exports,79561,0.0,0.0
France,Chad,Exports,10477,0.0,0.0
France,Chile,Exports,14048377,0.0,0.0
France,China,Exports,187181624,0.0,0.0
France,China,Imports,2976,0.0,0.0
France,"China, Hong Kong SAR",Exports,11725847,0.0,0.0
France,Colombia,Exports,17433580,0.0,0.0
France,Congo,Exports,178722,0.0,0.0
France,Costa Rica,Exports,5260893,0.0,0.0
France,Croatia,Exports,6407557,0.0,0.0
France,Cuba,Exports,104493,0.0,0.0
France,Curaçao,Exports,39765,0.0,0.0
France,Cyprus,Exports,476483,0.0,0.0
France,Czech Rep.,Exports,12033948,0.0,0.0
France,Côte d'Ivoire,Exports,1946269,0.0,0.0
France,Dem.Rep. of the Congo,Exports,4860030,0.0,0.0
France,Denmark,Exports,5105425,0.0,0.0
France,Djibouti,Exports,27313,0.0,0.0
France,Dominica,Exports,5088,0.0,0.0
France,Dominican Rep.,Exports,1982765,0.0,0.0
France,Ecuador,Exports,5191601,0.0,0.0
France,Egypt,Exports,16571253,0.0,0.0
France,El Salvador,Exports,2890436,0.0,0.0
France,Estonia,Exports,813354,0.0,0.0
France,Ethiopia,Exports,3421802,0.0,0.0
France,Finland,Exports,5138890,0.0,0.0
France,Finland,Imports,82472,0.0,0.0
France,France,Imports,7947646,0.0,0.0
France,French Polynesia,Exports,1505363,0.0,0.0
France,Gabon,Exports,582813,0.0,0.0
France,Gambia,Exports,45800,0.0,0.0
France,Georgia,Exports,2208970,0.0,0.0
France,Germany,Exports,132720593,0.0,0.0
France,Germany,Imports,454743,0.0,0.0
France,Ghana,Exports,6373174,0.0,0.0
France,Greece,Exports,17880488,0.0,0.0
France,Grenada,Exports,1563,0.0,0.0
France,Guatemala,Exports,2833402,0.0,0.0
France,Guinea,Exports,692133,0.0,0.0
France,Guinea-Bissau,Exports,77456,0.0,0.0
France,Guyana,Exports,117762,0.0,0.0
France,Haiti,Exports,621646,0.0,0.0
France,Honduras,Exports,211873,0.0,0.0
France,Hungary,Exports,28982249,0.0,0.0
France,Iceland,Exports,406936,0.0,0.0
France,India,Exports,32296095,0.0,0.0
France,India,Imports,447,0.0,0.0
France,Indonesia,Exports,9605400,0.0,0.0
France,Iran,Exports,10516962,0.0,0.0
France,Iraq,Exports,95222329,0.0,0.0
France,Ireland,Exports,16799815,0.0,0.0
France,Ireland,Imports,234,0.0,0.0
France,Israel,Exports,11100158,0.0,0.0
France,Israel,Imports,563,0.0,0.0
France,Italy,Exports,40352143,0.0,0.0
France,Italy,Imports,3548175,0.0,0.0
France,Jamaica,Exports,97631,0.0,0.0
France,Japan,Exports,78472311,0.0,0.0
France,Jordan,Exports,2070941,0.0,0.0
France,Kazakhstan,Exports,30275007,0.0,0.0
France,Kenya,Exports,4037942,0.0,0.0
France,Kuwait,Exports,1232860,0.0,0.0
France,Latvia,Exports,3186459,0.0,0.0
France,Lebanon,Exports,4735859,0.0,0.0
France,Liberia,Exports,152390,0.0,0.0
France,Libya,Exports,39088695,0.0,0.0
France,Lithuania,Exports,4018302,0.0,0.0
France,Luxembourg,Exports,675864,0.0,0.0
France,Madagascar,Exports,600327,0.0,0.0
France,Malawi,Exports,399696,0.0,0.0
France,Malaysia,Exports,28382846,0.0,0.0
France,Mali,Exports,1394547,0.0,0.0
France,Malta,Exports,480524,0.0,0.0
France,Mauritania,Exports,119265,0.0,0.0
France,Mauritius,Exports,1954489,0.0,0.0
France,Mexico,Exports,115273259,0.0,0.0
France,Mexico,Imports,25103898,0.0,0.0
France,Montenegro,Exports,534025,0.0,0.0
France,Morocco,Exports,7678112,0.0,0.0
France,Mozambique,Exports,11549,0.0,0.0
France,Myanmar,Exports,1815200,0.0,0.0
France,Namibia,Exports,259765,0.0,0.0
France,Nepal,Exports,60158,0.0,0.0
France,Netherlands,Exports,40029286,0.0,0.0
France,Netherlands,Imports,15976620,0.0,0.0
France,New Caledonia,Exports,1603075,0.0,0.0
France,New Zealand,Exports,200701,0.0,0.0
France,Nicaragua,Exports,700155,0.0,0.0
France,Niger,Exports,1029693,0.0,0.0
France,Nigeria,Exports,24465073,0.0,0.0
France,Norway,Exports,7901917,0.0,0.0
France,Oman,Exports,6066483,0.0,0.0
France,"Other Asia, nes",Exports,27420754,0.0,0.0
France,"Other Asia, nes",Imports,144,0.0,0.0
France,Pakistan,Exports,31958129,0.0,0.0
France,Panama,Exports,3082229,0.0,0.0
France,Paraguay,Exports,2871203,0.0,0.0
France,Peru,Exports,14313775,0.0,0.0
France,Philippines,Exports,14455927,0.0,0.0
France,Poland,Exports,26226362,0.0,0.0
France,Portugal,Exports,5835348,0.0,0.0
France,Qatar,Exports,2511387,0.0,0.0
France,Rep. of Korea,Exports,42214988,0.0,0.0
France,Rep. of Korea,Imports,147,0.0,0.0
France,Rep. of Moldova,Exports,183658,0.0,0.0
France,Romania,Exports,11568651,0.0,0.0
France,Russian Federation,Exports,37663820,0.0,0.0
France,Rwanda,Exports,442518,0.0,0.0
France,Saint Kitts and Nevis,Exports,428,0.0,0.0
France,Saint Lucia,Exports,1670,0.0,0.0
France,Saint Pierre and Miquelon,Exports,13688,0.0,0.0
France,Saint Vincent and the Grenadines,Exports,2286,0.0,0.0
France,Saudi Arabia,Exports,41387167,0.0,0.0
France,Senegal,Exports,583906,0.0,0.0
France,Serbia,Exports,6671386,0.0,0.0
France,Sierra Leone,Exports,206333,0.0,0.0
France,Singapore,Exports,4343347,0.0,0.0
France,Sint Maarten (Dutch part),Exports,27887,0.0,0.0
France,Slovakia,Exports,2100899,0.0,0.0
France,Slovakia,Imports,56533,0.0,0.0
France,Slovenia,Exports,2080356,0.0,0.0
France,South Africa,Exports,77125785,0.0,0.0
France,Spain,Exports,22308514,0.0,0.0
France,Spain,Imports,947051,0.0,0.0
France,Sri Lanka,Exports,1369058,0.0,0.0
France,State of Palestine,Exports,105216,0.0,0.0
France,Sudan,Exports,4165569,0.0,0.0
France,Suriname,Exports,57868,0.0,0.0
France,Swaziland,Exports,64397,0.0,0.0
France,Sweden,Exports,3820918,0.0,0.0
France,Sweden,Imports,329,0.0,0.0
France,Switzerland,Exports,51759154,0.0,0.0
France,Syria,Exports,6468328,0.0,0.0
France,TFYR of Macedonia,Exports,1974207,0.0,0.0
France,Tajikistan,Exports,100176,0.0,0.0
France,Thailand,Exports,17961845,0.0,0.0
France,Togo,Exports,208679,0.0,0.0
France,Trinidad and Tobago,Exports,337104,0.0,0.0
France,Tunisia,Exports,3913528,0.0,0.0
France,Turkey,Exports,46453186,0.0,0.0
France,Turkmenistan,Exports,38411,0.0,0.0
France,Turks and Caicos Isds,Exports,427,0.0,0.0
France,Uganda,Exports,1285717,0.0,0.0
France,Ukraine,Exports,3600899,0.0,0.0
France,United Arab Emirates,Exports,9063369,0.0,0.0
France,United Kingdom,Exports,214001112,0.0,0.0
France,United Kingdom,Imports,137318422,0.0,0.0
France,United Rep. of Tanzania,Exports,504817,0.0,0.0
France,United States of America,Exports,214505181,0.0,0.0
France,United States of America,Imports,11352230,0.0,0.0
France,Uruguay,Exports,2048204,0.0,0.0
France,Uzbekistan,Exports,597981,0.0,0.0
France,Venezuela,Exports,1242703,0.0,0.0
France,Viet Nam,Exports,32114488,0.0,0.0
France,Wallis and Futuna Isds,Exports,43598,0.0,0.0
France,Yemen,Exports,673685,0.0,0.0
France,Zambia,Exports,716627,0.0,0.0
Georgia,Armenia,Exports,10911,19.0,574.2631578947369
Georgia,Azerbaijan,Exports,220228,1208.0,182.30794701986756
Georgia,Belgium,Imports,1107175,1425.0,776.9649122807018
Georgia,Bulgaria,Imports,49322,276.0,178.70289855072463
Georgia,Canada,Imports,12072,162.0,74.51851851851852
Georgia,China,Imports,469090,2651.0,176.94832138815542
Georgia,France,Imports,2031093,1682.0,1207.5463733650415
Georgia,Germany,Imports,5416,0.0,0.0
Georgia,Hungary,Imports,36000,59.0,610.1694915254237
Georgia,India,Imports,14525,112.0,129.6875
Georgia,Netherlands,Imports,272972,719.0,379.6550764951321
Georgia,Rep. of Korea,Imports,23681,175.0,135.32
Georgia,Russian Federation,Imports,147178,1155.0,127.42683982683982
Georgia,Singapore,Imports,750,1.0,750.0
Georgia,Switzerland,Imports,20246,1.0,20246.0
Georgia,United Kingdom,Imports,5785,12.0,482.0833333333333
Georgia,United States of America,Imports,613829,1305.0,470.3670498084291
Georgia,Uzbekistan,Exports,11700,36.0,325.0
Germany,Andorra,Exports,16658,5.0,3331.6
Germany,Australia,Exports,13291603,12209.0,1088.6725366532885
Germany,Australia,Imports,30555964,4703.0,6497.121837125239
Germany,Austria,Exports,1446837,3209.0,450.8684948582113
Germany,Austria,Imports,93963909,58328.0,1610.957156082842
Germany,Bahamas,Exports,58526,63.0,928.984126984127
Germany,Belarus,Exports,41559,6.0,6926.5
Germany,Belgium,Exports,355033458,572172.0,620.5012793355844
Germany,Belgium,Imports,451975326,218573.0,2067.8461017600525
Germany,Brazil,Exports,651975,2214.0,294.47831978319783
Germany,Bulgaria,Imports,1910127,1152.0,1658.0963541666667
Germany,Bunkers,Exports,53533,65.0,823.5846153846154
Germany,Canada,Exports,3778743,1460.0,2588.1801369863015
Germany,Canada,Imports,320224,116.0,2760.551724137931
Germany,Chile,Exports,674474,3360.0,200.73630952380952
Germany,China,Exports,49408,3.0,16469.333333333332
Germany,China,Imports,3124,17.0,183.76470588235293
Germany,"China, Hong Kong SAR",Exports,20912961,18722.0,1117.0260121781862
Germany,Czech Rep.,Exports,229538,1027.0,223.50340798442065
Germany,Czech Rep.,Imports,10183811,6473.0,1573.275297389155
Germany,Denmark,Exports,368548,1857.0,198.46418955304253
Germany,Denmark,Imports,315334,990.0,318.51919191919194
Germany,Dominican Rep.,Exports,9032,13.0,694.7692307692307
Germany,Ecuador,Exports,28951,36.0,804.1944444444445
Germany,Estonia,Exports,1993,6.0,332.1666666666667
Germany,Estonia,Imports,28233,11.0,2566.6363636363635
Germany,Finland,Exports,525696,1613.0,325.9119652820831
Germany,Finland,Imports,37611,17.0,2212.4117647058824
Germany,France,Exports,33506889,46692.0,717.6152017476227
Germany,France,Imports,164938256,70614.0,2335.7727362845894
Germany,Georgia,Exports,37468,63.0,594.7301587301587
Germany,Gibraltar,Exports,3654,2.0,1827.0
Germany,Greece,Exports,864,5.0,172.8
Germany,Greece,Imports,795924,1388.0,573.4322766570605
Germany,Hungary,Exports,544367,829.0,656.6550060313631
Germany,Hungary,Imports,584076,714.0,818.0336134453781
Germany,Iceland,Exports,145437,125.0,1163.496
Germany,India,Exports,3415,4.0,853.75
Germany,India,Imports,145805,68.0,2144.1911764705883
Germany,Ireland,Exports,152480,425.0,358.77647058823527
Germany,Ireland,Imports,53646809,14401.0,3725.2141517950145
Germany,Israel,Exports,5012077,10456.0,479.3493687834736
Germany,Italy,Exports,17111363,61104.0,280.0367079078293
Germany,Italy,Imports,8159983,4191.0,1947.0252922930088
Germany,Japan,Exports,249371,119.0,2095.5546218487393
Germany,Japan,Imports,1291,0.0,0.0
Germany,Jordan,Exports,115989,231.0,502.1168831168831
Germany,Kazakhstan,Exports,137663,374.0,368.08288770053474
Germany,Kuwait,Exports,73816,90.0,820.1777777777778
Germany,Latvia,Exports,7482,14.0,534.4285714285714
Germany,Latvia,Imports,307994,166.0,1855.3855421686746
Germany,Lebanon,Exports,451906,627.0,720.7432216905901
Germany,Lithuania,Exports,126128,491.0,256.8798370672098
Germany,Lithuania,Imports,375809,621.0,605.1674718196457
Germany,Malaysia,Exports,454508,1810.0,251.10939226519338
Germany,Malta,Exports,17502,71.0,246.50704225352112
Germany,Netherlands,Exports,3189396,8970.0,355.5625418060201
Germany,Netherlands,Imports,198514339,95190.0,2085.4537136253807
Germany,New Zealand,Exports,204452,385.0,531.0441558441559
Germany,Norway,Exports,21387,35.0,611.0571428571428
Germany,Norway,Imports,443078,510.0,868.7803921568627
Germany,Oman,Exports,20345,24.0,847.7083333333334
Germany,"Other Asia, nes",Exports,1530586,4481.0,341.5724168712341
Germany,Panama,Exports,562809,2241.0,251.14190093708166
Germany,Philippines,Exports,1782147,6977.0,255.43170417084707
Germany,Poland,Exports,8085864,13840.0,584.2387283236994
Germany,Poland,Imports,37198450,23924.0,1554.8591372680153
Germany,Portugal,Exports,1600809,2872.0,557.3847493036212
Germany,Portugal,Imports,4836436,2261.0,2139.0694383016366
Germany,Qatar,Exports,39639,44.0,900.8863636363636
Germany,Rep. of Korea,Exports,342316,69.0,4961.101449275362
Germany,Rep. of Korea,Imports,615,28.0,21.964285714285715
Germany,Romania,Imports,2516295,2480.0,1014.6350806451613
Germany,Russian Federation,Exports,2501,5.0,500.2
Germany,Russian Federation,Imports,5734,47.0,122.0
Germany,Saudi Arabia,Exports,164252,154.0,1066.5714285714287
Germany,Singapore,Exports,2654276,4816.0,551.1370431893688
Germany,Slovakia,Exports,200735,489.0,410.50102249488754
Germany,Slovakia,Imports,2856023,2127.0,1342.7470615890927
Germany,Slovenia,Exports,55223,203.0,272.0344827586207
Germany,Spain,Exports,5419622,18992.0,285.3634161752317
Germany,Spain,Imports,549114,1088.0,504.70036764705884
Germany,Sweden,Exports,4231521,5275.0,802.1840758293839
Germany,Sweden,Imports,3229536,4270.0,756.3316159250586
Germany,Switzerland,Exports,1107903,1128.0,982.1835106382979
Germany,Switzerland,Imports,3051794,3325.0,917.8327819548872
Germany,Syria,Exports,49813,72.0,691.8472222222222
Germany,Thailand,Exports,4362365,12607.0,346.02720710716267
Germany,Turkey,Exports,1189121,2434.0,488.54601479046835
Germany,Uganda,Exports,526,1.0,526.0
Germany,Ukraine,Exports,5856,2.0,2928.0
Germany,Ukraine,Imports,2934,1.0,2934.0
Germany,United Arab Emirates,Exports,530642,994.0,533.8450704225352
Germany,United Kingdom,Exports,5824308,5340.0,1090.694382022472
Germany,United Kingdom,Imports,58876653,17803.0,3307.1197550974557
Germany,United States of America,Exports,152659560,113410.0,1346.08553037651
Germany,United States of America,Imports,54054073,14773.0,3658.977391186624
Germany,Uzbekistan,Exports,42258,19.0,2224.1052631578946
Greece,Austria,Exports,78517,66.0,1189.6515151515152
Greece,Austria,Imports,1581177,1657.0,954.2407966203983
Greece,Belgium,Imports,26341318,53830.0,489.34270852684375
Greece,Bulgaria,Exports,7995,288.0,27.760416666666668
Greece,Cyprus,Exports,1876957,1237.0,1517.3459983831851
Greece,France,Imports,24232667,27315.0,887.1560314845323
Greece,India,Imports,37908,110.0,344.6181818181818
Greece,Italy,Imports,12606094,7341.0,1717.2175452935567
Greece,Malta,Exports,855860,502.0,1704.9003984063745
Greece,Netherlands,Imports,32086808,27342.0,1173.5355131299832
Greece,Spain,Imports,1044620,2450.0,426.37551020408165
Greece,United Kingdom,Exports,4427,39.0,113.51282051282051
Greece,United Kingdom,Imports,12887274,9149.0,1408.5991911684337
Greenland,Denmark,Imports,663601,2823.0,235.06942968473254
Greenland,Switzerland,Imports,7043,57.0,123.56140350877193
Guatemala,Belgium,Imports,256054,108.0,2370.8703703703704
Guatemala,France,Imports,315520,541.0,583.2162661737523
Guatemala,Netherlands,Imports,6192,11.0,562.9090909090909
Guatemala,Panama,Imports,3109410,1434.0,2168.347280334728
Guatemala,Russian Federation,Imports,8530,20.0,426.5
Guatemala,Switzerland,Imports,10224,48.0,213.0
Guyana,Austria,Imports,91917,620.0,148.2532258064516
Guyana,Barbados,Imports,148844,841.0,176.9845422116528
Guyana,Belgium,Imports,16817,99.0,169.86868686868686
Guyana,Brazil,Imports,53488,30.0,1782.9333333333334
Guyana,Canada,Imports,1585,15.0,105.66666666666667
Guyana,"China, Hong Kong SAR",Imports,21600,5210.0,4.145873320537428
Guyana,Costa Rica,Imports,336711,256.0,1315.27734375
Guyana,Denmark,Imports,124189,658.0,188.7370820668693
Guyana,France,Imports,59470,156.0,381.21794871794873
Guyana,India,Imports,806927,5190.0,155.47726396917147
Guyana,Indonesia,Imports,4132,24.0,172.16666666666666
Guyana,Italy,Imports,44863,432.0,103.84953703703704
Guyana,Panama,Imports,125891,428.0,294.1378504672897
Guyana,Rep. of Korea,Imports,8535,196.0,43.545918367346935
Guyana,Suriname,Exports,2500,103.0,24.271844660194176
Guyana,Switzerland,Imports,128872,431.0,299.00696055684455
Guyana,United Kingdom,Imports,11742,23.0,510.5217391304348
Guyana,United States of America,Imports,586801,3923.0,149.579658424675
Hungary,Albania,Exports,23181,15.0,1545.4
Hungary,Australia,Imports,7126,4.0,1781.5
Hungary,Austria,Exports,16515009,170491.0,96.8673361057182
Hungary,Austria,Imports,8939595,7864.0,1136.7745422177009
Hungary,Belarus,Exports,39440,18.0,2191.1111111111113
Hungary,Belgium,Imports,17573515,29243.0,600.9477481790514
Hungary,Bosnia Herzegovina,Exports,182680,367.0,497.76566757493185
Hungary,Bulgaria,Exports,1072014,3977.0,269.5534322353533
Hungary,Bulgaria,Imports,3533161,2734.0,1292.3046817849306
Hungary,Canada,Imports,109,0.0,0.0
Hungary,Croatia,Exports,1037866,1740.0,596.4747126436781
Hungary,Croatia,Imports,42066,40.0,1051.65
Hungary,Cyprus,Exports,740717,1491.0,496.7920858484239
Hungary,Czech Rep.,Exports,15485953,9871.0,1568.8332489109512
Hungary,Czech Rep.,Imports,197835,761.0,259.9671484888305
Hungary,Denmark,Exports,37442,46.0,813.9565217391304
Hungary,Estonia,Exports,421202,100.0,4212.02
Hungary,France,Imports,22775931,27425.0,830.4806198723792
Hungary,Georgia,Exports,36000,59.0,610.1694915254237
Hungary,Germany,Exports,4462600,39796.0,112.13689818072169
Hungary,Germany,Imports,73882,137.0,539.2846715328467
Hungary,India,Imports,107489,87.0,1235.5057471264367
Hungary,Iraq,Exports,115,7.0,16.428571428571427
Hungary,Italy,Imports,3549882,11200.0,316.95375
Hungary,Kazakhstan,Exports,63061,29.0,2174.5172413793102
Hungary,Latvia,Exports,918093,648.0,1416.8101851851852
Hungary,Lithuania,Exports,4671577,4519.0,1033.7634432396549
Hungary,Malta,Exports,117959,11.0,10723.545454545454
Hungary,Montenegro,Exports,48937,42.0,1165.1666666666667
Hungary,Netherlands,Exports,2787565,24291.0,114.75711168745626
Hungary,Netherlands,Imports,23374375,49113.0,475.93050719768695
Hungary,Poland,Exports,9674433,21309.0,454.00689849359424
Hungary,Rep. of Moldova,Exports,3438,2.0,1719.0
Hungary,Romania,Exports,966301,1252.0,771.805910543131
Hungary,Serbia,Exports,841794,2854.0,294.95234758234056
Hungary,Singapore,Exports,8285007,264.0,31382.602272727272
Hungary,Slovakia,Exports,5589736,5341.0,1046.5710541097174
Hungary,Slovakia,Imports,169315,11.0,15392.272727272728
Hungary,Slovenia,Exports,2910024,4236.0,686.9745042492918
Hungary,TFYR of Macedonia,Exports,29267,52.0,562.8269230769231
Hungary,Ukraine,Exports,7637852,7504.0,1017.8374200426439
Hungary,United Kingdom,Exports,1003,1.0,1003.0
Hungary,United Kingdom,Imports,6803360,3223.0,2110.8780639156066
Hungary,United States of America,Exports,125663,57.0,2204.6140350877195
Hungary,United States of America,Imports,221767,427.0,519.360655737705
Iceland,Denmark,Imports,924931,1338.0,691.2787742899851
Iceland,France,Imports,895,7.0,127.85714285714286
Iceland,Germany,Exports,248,44.0,5.636363636363637
Iceland,Germany,Imports,563440,1018.0,553.4774066797643
Iceland,Norway,Imports,13769,10.0,1376.9
Iceland,Sweden,Imports,6410,32.0,200.3125
Iceland,United Kingdom,Exports,24988,88.0,283.95454545454544
Iceland,United Kingdom,Imports,11706,63.0,185.8095238095238
Iceland,United States of America,Exports,2001,248.0,8.068548387096774
India,Afghanistan,Exports,22249289,81611.0,272.626104324172
India,Albania,Exports,71991,589.0,122.2258064516129
India,Algeria,Exports,14910476,52779.0,282.507739820762
India,Angola,Exports,2403491,4484.0,536.0149420160571
India,Anguilla,Exports,2039,21.0,97.0952380952381
India,Antigua and Barbuda,Exports,963,20.0,48.15
India,"Areas, nes",Imports,76,0.0,0.0
India,Argentina,Exports,2134639,10405.0,205.1551177318597
India,Argentina,Imports,159122,20.0,7956.1
India,Armenia,Exports,16418,176.0,93.2840909090909
India,Aruba,Exports,8275,3.0,2758.3333333333335
India,Australia,Exports,20793,11.0,1890.2727272727273
India,Austria,Exports,158,1.0,158.0
India,Azerbaijan,Exports,1106433,3249.0,340.54570637119116
India,Bahamas,Exports,41530,175.0,237.31428571428572
India,Bahrain,Exports,53494,395.0,135.42784810126582
India,Bangladesh,Exports,23095219,107921.0,214.00115825464923
India,Bangladesh,Imports,1873,0.0,0.0
India,Barbados,Exports,36582,139.0,263.1798561151079
India,Belgium,Exports,128356,590.0,217.55254237288136
India,Belgium,Imports,104278751,28044.0,3718.3979104264727
India,Belize,Exports,84971,273.0,311.24908424908426
India,Benin,Exports,5408537,8749.0,618.1891644759401
India,Bermuda,Exports,360,2.0,180.0
India,Bhutan,Exports,143306,638.0,224.61755485893417
India,Bolivia,Exports,4242702,18525.0,229.02574898785426
India,Bosnia Herzegovina,Exports,30508,12.0,2542.3333333333335
India,Botswana,Exports,1066791,2031.0,525.2540620384048
India,Br. Virgin Isds,Exports,2448,9.0,272.0
India,Brazil,Exports,34607143,163059.0,212.23693877676178
India,Burkina Faso,Exports,6742182,16488.0,408.91448326055314
India,Burundi,Exports,7209405,8164.0,883.0726359627633
India,Cabo Verde,Exports,125879,402.0,313.1318407960199
India,Cambodia,Exports,1683276,4222.0,398.69161534817624
India,Cameroon,Exports,5583131,18494.0,301.8887747377528
India,Canada,Exports,684,17.0,40.23529411764706
India,Canada,Imports,38644,3.0,12881.333333333334
India,Cayman Isds,Exports,3018,33.0,91.45454545454545
India,Central African Rep.,Exports,520410,711.0,731.9409282700421
India,Chad,Exports,4624321,15857.0,291.6264741123794
India,Chile,Exports,4075656,14614.0,278.8870945668537
India,China,Exports,1035042,5274.0,196.2536973833902
India,China,Imports,17496191,5325.0,3285.6696713615024
India,"China, Hong Kong SAR",Exports,238536,871.0,273.86452353616534
India,"China, Hong Kong SAR",Imports,2180970,143.0,15251.538461538461
India,Colombia,Exports,8572127,43667.0,196.30675338356195
India,Comoros,Exports,47110,42.0,1121.6666666666667
India,Congo,Exports,1030255,3019.0,341.2570387545545
India,Costa Rica,Exports,1606019,3297.0,487.1152562936002
India,Cuba,Exports,701963,1454.0,482.7806052269601
India,Curaçao,Exports,36553,169.0,216.28994082840237
