Reporter,Partner,Trade Flow,Trade Value (US$),Netweight (kg),Value_Per_Kg
Kenya,Japan,Imports,5587,70.0,79.81428571428572
Kenya,Malawi,Exports,1306,31.0,42.12903225806452
Kenya,Malaysia,Imports,7124,23.0,309.7391304347826
Kenya,Netherlands,Imports,58411,278.0,210.1115107913669
Kenya,Nigeria,Exports,12820,72.0,178.05555555555554
Kenya,Rep. of Korea,Imports,246945,2571.0,96.05017502917153
Kenya,Rwanda,Exports,438,240.0,1.825
Kenya,Senegal,Imports,96224,284.0,338.8169014084507
Kenya,Serbia,Exports,3790,18.0,210.55555555555554
Kenya,Somalia,Exports,4207507,30770.0,136.74055898602535
Kenya,South Sudan,Exports,44551,796.0,55.96859296482412
Kenya,Switzerland,Imports,857,3.0,285.6666666666667
Kenya,Uganda,Exports,74149,589.0,125.88964346349745
Kenya,United Arab Emirates,Imports,5044,12.0,420.3333333333333
Kenya,United Kingdom,Imports,98,4.0,24.5
Kenya,United Rep. of Tanzania,Exports,606,180.0,3.3666666666666667
Kenya,United States of America,Exports,66754,80.0,834.425
Kenya,United States of America,Imports,292100,1031.0,283.3171677982541
Kyrgyzstan,Austria,Imports,3900,2.0,1950.0
Kyrgyzstan,Belgium,Imports,96246,444.0,216.77027027027026
Kyrgyzstan,Bulgaria,Imports,112260,1532.0,73.27676240208878
Kyrgyzstan,China,Imports,37120,128.0,290.0
Kyrgyzstan,Denmark,Imports,482077,4273.0,112.81933068102036
Kyrgyzstan,France,Imports,3104,47.0,66.04255319148936
Kyrgyzstan,India,Imports,1183478,4931.0,240.00770634759684
Kyrgyzstan,Rep. of Korea,Imports,264613,1328.0,199.25677710843374
Kyrgyzstan,Russian Federation,Imports,10017,60.0,166.95
Kyrgyzstan,South Africa,Imports,6878,13.0,529.0769230769231
Kyrgyzstan,United States of America,Imports,814280,4740.0,171.78902953586498
Latvia,Australia,Exports,7287,54.0,134.94444444444446
Latvia,Austria,Imports,2910395,2622.0,1109.9904652936689
Latvia,Belgium,Imports,44115,40.0,1102.875
Latvia,Estonia,Exports,1385609,818.0,1693.898533007335
Latvia,France,Imports,3406142,3951.0,862.0961781827385
Latvia,Germany,Exports,2772,2.0,1386.0
Latvia,Hungary,Imports,854018,806.0,1059.575682382134
Latvia,Lithuania,Exports,105473,109.0,967.6422018348624
Latvia,Lithuania,Imports,1757545,938.0,1873.7153518123666
Latvia,Netherlands,Imports,25669,3.0,8556.333333333334
Latvia,New Zealand,Exports,17046,27.0,631.3333333333334
Latvia,Poland,Imports,6404584,6478.0,988.6668724915097
Latvia,Rep. of Korea,Exports,49179,72.0,683.0416666666666
Latvia,Sweden,Imports,3030,30.0,101.0
Latvia,Switzerland,Exports,4823,5.0,964.6
Lithuania,Austria,Exports,28,0.0,0.0
Lithuania,Belgium,Imports,137627,142.0,969.2042253521126
Lithuania,Bulgaria,Imports,5547,0.0,0.0
Lithuania,"China, Hong Kong SAR",Exports,5889,0.0,0.0
Lithuania,Czech Rep.,Exports,55622,21.0,2648.6666666666665
Lithuania,Denmark,Exports,101041,0.0,0.0
Lithuania,Denmark,Imports,58041,0.0,0.0
Lithuania,Estonia,Exports,2560669,2832.0,904.1910310734463
Lithuania,Estonia,Imports,17941,155.0,115.7483870967742
Lithuania,France,Imports,4077968,3928.0,1038.1792260692464
Lithuania,Germany,Exports,82561,45.0,1834.6888888888889
Lithuania,Hungary,Imports,3792572,3039.0,1247.9670944389602
Lithuania,Latvia,Exports,1864829,4989.0,373.78813389456803
Lithuania,Latvia,Imports,2116,1.0,2116.0
Lithuania,Netherlands,Imports,3602602,10174.0,354.0988794967564
Lithuania,Norway,Imports,5041,40.0,126.025
Lithuania,"Other Asia, nes",Exports,11,2.0,5.5
Lithuania,Poland,Imports,6801322,2299.0,2958.3827751196172
Lithuania,Portugal,Imports,3063,1.0,3063.0
Lithuania,Singapore,Exports,285610,142.0,2011.338028169014
Lithuania,Slovakia,Exports,55610,0.0,0.0
Lithuania,Slovakia,Imports,96784,0.0,0.0
Lithuania,Sweden,Imports,122240,51.0,2396.8627450980393
Luxembourg,Belgium,Exports,9025,70.0,128.92857142857142
Luxembourg,Belgium,Imports,6228877,3499.0,1780.1877679336953
Luxembourg,France,Imports,24684,19.0,1299.157894736842
Luxembourg,Netherlands,Imports,670,0.0,0.0
Luxembourg,"Other Europe, nes",Imports,774,2.0,387.0
Luxembourg,United States of America,Imports,1042,1.0,1042.0
Madagascar,Belgium,Imports,9873618,16141.0,611.7104268632675
Madagascar,Comoros,Exports,101,80.0,1.2625
Madagascar,France,Imports,1691677,7961.0,212.4955407612109
Madagascar,Germany,Imports,4201,66.0,63.65151515151515
Madagascar,India,Imports,2781345,37764.0,73.65069907848745
Madagascar,Indonesia,Imports,344750,2812.0,122.599573257468
Madagascar,Kenya,Imports,8641,24.0,360.0416666666667
Madagascar,Mauritius,Imports,14618,30.0,487.26666666666665
Madagascar,Netherlands,Imports,1952885,7361.0,265.3015894579541
Madagascar,Rep. of Korea,Imports,1336254,6918.0,193.1561144839549
Madagascar,South Africa,Imports,4618,16.0,288.625
Madagascar,Switzerland,Imports,13119,155.0,84.63870967741936
Madagascar,United States of America,Imports,3082,4.0,770.5
Malaysia,Belgium,Imports,13597782,2004933.0,6.782162795464986
Malaysia,Brunei Darussalam,Exports,20382,30.0,679.4
Malaysia,Canada,Imports,55794,62.0,899.9032258064516
Malaysia,China,Imports,59667,54720.0,1.090405701754386
Malaysia,"China, Hong Kong SAR",Exports,35575,2632.0,13.516337386018238
Malaysia,France,Imports,27938885,76923.0,363.2058682058682
Malaysia,Germany,Imports,569691,2905.0,196.10705679862306
Malaysia,India,Imports,1044936,4978.0,209.91080755323424
Malaysia,Indonesia,Imports,360016,5544.0,64.93795093795094
Malaysia,Japan,Imports,840665,202000.0,4.161707920792079
Malaysia,Nepal,Exports,18884,249.0,75.83935742971887
Malaysia,Netherlands,Imports,645278,108741.0,5.93408190103089
Malaysia,Rep. of Korea,Imports,3975171,233128.0,17.051452420987612
Malaysia,Singapore,Imports,151614,650.0,233.25230769230768
Malaysia,Spain,Imports,2427182,3769.0,643.9856725921995
Malaysia,Switzerland,Imports,2015138,1476.0,1365.269647696477
Malaysia,Thailand,Imports,1613188,43479.0,37.10269325421468
Malaysia,United Kingdom,Imports,8841741,53852.0,164.1859355269999
Malaysia,United States of America,Imports,11565670,134943.0,85.70781737474341
Maldives,Denmark,Imports,14513,0.0,0.0
Maldives,France,Imports,2729,0.0,0.0
Maldives,India,Imports,391232,216.0,1811.2592592592594
Maldives,Indonesia,Imports,8113,0.0,0.0
Maldives,Netherlands,Imports,106293,0.0,0.0
Maldives,Singapore,Imports,17,0.0,0.0
Maldives,Sri Lanka,Imports,203785,0.0,0.0
Mauritius,Belgium,Imports,6168808,2120.0,2909.8150943396226
Mauritius,Canada,Imports,17327,21.0,825.0952380952381
Mauritius,China,Imports,4655,15.0,310.3333333333333
Mauritius,Comoros,Exports,1161550,182.0,6382.142857142857
Mauritius,Denmark,Imports,1786,37.0,48.270270270270274
Mauritius,France,Imports,9781702,6182.0,1582.287609187965
Mauritius,Germany,Imports,3655,14.0,261.07142857142856
Mauritius,India,Imports,1455190,1158.0,1256.6407599309155
Mauritius,Netherlands,Imports,11737,143.0,82.07692307692308
Mauritius,Rep. of Korea,Imports,160085,82.0,1952.2560975609756
Mauritius,Russian Federation,Imports,3340,5.0,668.0
Mauritius,Senegal,Imports,3758,13.0,289.0769230769231
Mauritius,South Africa,Exports,14136,6.0,2356.0
Mauritius,South Africa,Imports,61159355,4057.0,15075.01971900419
Mauritius,United Kingdom,Imports,41402,33.0,1254.6060606060605
Mauritius,United States of America,Imports,84308,450.0,187.35111111111112
Mexico,France,Imports,2881786,8265.0,348.6734422262553
Mongolia,Austria,Imports,2860,0.0,0.0
Mongolia,Belgium,Imports,238447,422.0,565.0402843601896
Mongolia,Bulgaria,Imports,42270,292.0,144.76027397260273
Mongolia,China,Imports,590020,2402.0,245.6369691923397
Mongolia,France,Imports,1757,1.0,1757.0
Mongolia,Germany,Imports,1668,1.0,1668.0
Mongolia,India,Imports,569749,1983.0,287.3166918809884
Mongolia,Indonesia,Imports,74085,459.0,161.40522875816993
Mongolia,Kazakhstan,Imports,27113,26.0,1042.8076923076924
Mongolia,Netherlands,Imports,75796,79.0,959.4430379746835
Mongolia,Rep. of Korea,Imports,712252,3164.0,225.11125158027812
Mongolia,Russian Federation,Imports,70846,76.0,932.1842105263158
Mongolia,Singapore,Imports,26323,14.0,1880.2142857142858
Mongolia,United Kingdom,Imports,27685,5.0,5537.0
Mongolia,United States of America,Imports,409396,832.0,492.0625
Montenegro,Belgium,Imports,138536,292.0,474.43835616438355
Montenegro,Croatia,Exports,10557,45.0,234.6
Montenegro,France,Imports,537011,892.0,602.030269058296
Montenegro,Hungary,Imports,13471,56.0,240.55357142857142
Montenegro,Netherlands,Imports,83930,25.0,3357.2
Montenegro,Rep. of Korea,Imports,56501,237.0,238.40084388185653
Montenegro,Serbia,Exports,19715,152.0,129.70394736842104
Montenegro,Serbia,Imports,85422,317.0,269.47003154574134
Montenegro,United States of America,Imports,15507,5.0,3101.4
Morocco,Australia,Imports,194,0.0,0.0
Morocco,Belgium,Imports,22272199,50823.0,438.23070263463393
Morocco,Canada,Imports,240631,1730.0,139.09306358381502
Morocco,Denmark,Imports,3820070,12553.0,304.31530311479327
Morocco,France,Imports,5437969,15625.0,348.030016
Morocco,India,Imports,2687661,14216.0,189.05887732132808
Morocco,Ireland,Imports,567840,542.0,1047.6752767527676
Morocco,Netherlands,Imports,333,0.0,0.0
Morocco,Rep. of Korea,Imports,58445,208.0,280.9855769230769
Morocco,United States of America,Imports,4036051,21830.0,184.88552450755842
Mozambique,Belgium,Imports,19521424,29616.0,659.1512695840087
Mozambique,France,Imports,97278,552.0,176.22826086956522
Mozambique,Greece,Imports,27119,1754.0,15.461231470923604
Mozambique,India,Imports,14523259,109652.0,132.4486466275125
Mozambique,Indonesia,Imports,71215,3787.0,18.80512278848693
Mozambique,Netherlands,Imports,641892,2356.0,272.4499151103565
Mozambique,Rep. of Korea,Imports,589959,288.0,2048.46875
Mozambique,South Africa,Imports,105317,307.0,343.0521172638436
Mozambique,United States of America,Imports,23662,50.0,473.24
Myanmar,Australia,Imports,15,1.0,15.0
Myanmar,Belgium,Imports,12090863,18368.0,658.2569141986063
Myanmar,Bulgaria,Imports,83500,50000.0,1.67
Myanmar,Canada,Imports,250,39.0,6.410256410256411
Myanmar,China,Imports,663095,10052.0,65.96647433346598
Myanmar,France,Imports,1877485,19376.0,96.89745045417011
Myanmar,India,Imports,4108495,58096.0,70.71906843844671
Myanmar,Indonesia,Imports,576216,4556.0,126.47410008779632
Myanmar,Italy,Imports,9950,20.0,497.5
Myanmar,Japan,Imports,153000,616.0,248.37662337662337
Myanmar,Netherlands,Imports,1787520,6984.0,255.94501718213058
Myanmar,Rep. of Korea,Imports,2415510,14295.0,168.97586568730324
Myanmar,Thailand,Imports,381399,1273.0,299.6064414768264
Myanmar,United States of America,Imports,571512,2286.0,250.00524934383202
New Zealand,Australia,Exports,4705117,0.0,0.0
New Zealand,Australia,Imports,2638424,0.0,0.0
New Zealand,Austria,Imports,2339,0.0,0.0
New Zealand,Belgium,Imports,14441966,0.0,0.0
New Zealand,Cook Isds,Exports,3442,0.0,0.0
New Zealand,Czech Rep.,Imports,5317,0.0,0.0
New Zealand,Denmark,Imports,690337,0.0,0.0
New Zealand,Fiji,Exports,145467,0.0,0.0
New Zealand,France,Imports,325265,0.0,0.0
New Zealand,Ireland,Imports,1496940,0.0,0.0
New Zealand,Italy,Imports,732094,0.0,0.0
New Zealand,Netherlands,Imports,7409670,0.0,0.0
New Zealand,Niue,Exports,3131,0.0,0.0
New Zealand,Papua New Guinea,Exports,5399,0.0,0.0
New Zealand,Spain,Imports,35412,0.0,0.0
New Zealand,Switzerland,Imports,10958,0.0,0.0
New Zealand,United Kingdom,Imports,107660,0.0,0.0
New Zealand,United States of America,Imports,16534558,0.0,0.0
New Zealand,Vanuatu,Exports,638,0.0,0.0
Nigeria,Belgium,Imports,775689,16380.0,47.35586080586081
Nigeria,China,Imports,48095,1250.0,38.476
Nigeria,France,Imports,87795,374.0,234.74598930481284
Nigeria,Germany,Imports,1360,102.0,13.333333333333334
Nigeria,India,Imports,326692,6700.0,48.76
Nigeria,Switzerland,Imports,114864,754.0,152.3395225464191
Norway,Austria,Imports,463754,454.0,1021.4845814977973
Norway,Belgium,Imports,17289629,38764.0,446.0228304612527
Norway,China,Imports,2319,2.0,1159.5
Norway,Czech Rep.,Imports,31641,142.0,222.82394366197184
Norway,Denmark,Imports,46092,62.0,743.4193548387096
Norway,France,Imports,7927119,10639.0,745.1000093993796
Norway,Germany,Imports,367630,131.0,2806.335877862595
Norway,Iceland,Exports,13808,10.0,1380.8
Norway,Ireland,Imports,4049694,1615.0,2507.550464396285
Norway,Italy,Imports,159788,92.0,1736.8260869565217
Norway,Netherlands,Imports,1260181,6023.0,209.22812551884442
Norway,Poland,Imports,4546,31.0,146.6451612903226
Norway,Sweden,Imports,1657297,1941.0,853.8366821226172
Norway,United Kingdom,Imports,258637,1213.0,213.22093981863148
Norway,United States of America,Imports,7935459,5450.0,1456.0475229357799
Oman,Belgium,Imports,748094,749.0,998.7903871829105
Oman,France,Imports,5944293,3683.0,1613.9812652728754
Oman,India,Imports,507236,4631.0,109.53055495573311
Oman,Ireland,Exports,373,340.0,1.0970588235294119
Oman,Japan,Imports,38936,95.0,409.85263157894735
Oman,Netherlands,Imports,834508,7122.0,117.17326593653468
Oman,Qatar,Imports,1845277,7264.0,254.03042400881057
Oman,Sweden,Exports,32,10.0,3.2
Oman,Switzerland,Exports,19,24.0,0.7916666666666666
Oman,Switzerland,Imports,709616,2628.0,270.02130898021306
Oman,Thailand,Imports,55924,141.0,396.6241134751773
Oman,United Arab Emirates,Imports,3495332,8479.0,412.2339898572945
Oman,United Kingdom,Exports,3,0.0,0.0
Oman,United Kingdom,Imports,5599425,7612.0,735.6049658434051
Oman,United States of America,Exports,94,18.0,5.222222222222222
Oman,United States of America,Imports,1359195,5351.0,254.00766211923005
Pakistan,Argentina,Imports,727959,10157.0,71.67067047356502
Pakistan,Austria,Imports,40791,370.0,110.24594594594595
Pakistan,Belgium,Imports,76523680,869995.0,87.95875838366887
Pakistan,China,Imports,4122071,55821.0,73.8444492216191
Pakistan,"China, Hong Kong SAR",Imports,5391,62.0,86.95161290322581
Pakistan,Cuba,Imports,71781,735.0,97.66122448979591
Pakistan,Czech Rep.,Imports,6730,53.0,126.98113207547169
Pakistan,Dem. People's Rep. of Korea,Imports,835764,6588.0,126.8615664845173
Pakistan,Denmark,Imports,38404698,575212.0,66.7661627365215
Pakistan,Egypt,Imports,82001,707.0,115.98444130127298
Pakistan,France,Imports,41758184,579623.0,72.04369736880696
Pakistan,Germany,Imports,7967945,87476.0,91.08721249256939
Pakistan,India,Imports,43297937,634959.0,68.19013038637141
Pakistan,Indonesia,Imports,10916435,103938.0,105.02833419923415
Pakistan,Ireland,Imports,1434962,16016.0,89.59552947052947
Pakistan,Italy,Imports,851087,10826.0,78.61509329392204
Pakistan,Japan,Imports,292740,3056.0,95.79188481675392
Pakistan,Netherlands,Imports,735239,5496.0,133.77711062590976
Pakistan,Rep. of Korea,Imports,1918179,15892.0,120.70091870123332
Pakistan,Russian Federation,Imports,20040,139.0,144.1726618705036
Pakistan,Singapore,Imports,171289,1613.0,106.19280843149411
Pakistan,Swaziland,Imports,695965,9439.0,73.73291662252358
Pakistan,Switzerland,Imports,5565087,71343.0,78.00466759177495
Pakistan,United Arab Emirates,Imports,32,1.0,32.0
Pakistan,United Kingdom,Imports,2005790,25392.0,78.99298991808443
Pakistan,United States of America,Imports,6355707,74738.0,85.0398324814686
Panama,Belgium,Imports,16748,287.0,58.35540069686411
Panama,Ireland,Imports,29710,147.0,202.10884353741497
Panama,Portugal,Imports,1552,7.0,221.71428571428572
Panama,United States of America,Imports,5100,43.0,118.6046511627907
Paraguay,Argentina,Exports,36440,1896.0,19.219409282700422
Paraguay,Argentina,Imports,211534,3890.0,54.37892030848329
Paraguay,Australia,Imports,21554,64.0,336.78125
Paraguay,Belgium,Imports,293,17.0,17.235294117647058
Paraguay,Canada,Imports,3500,3.0,1166.6666666666667
Paraguay,France,Imports,2654175,1947.0,1363.2126348228044
Paraguay,India,Imports,784841,8241.0,95.23613639121466
Paraguay,Ireland,Imports,60648,44.0,1378.3636363636363
Paraguay,Netherlands,Imports,20982,17.0,1234.235294117647
Paraguay,Rep. of Korea,Imports,1484295,5208.0,285.0028801843318
Paraguay,Switzerland,Imports,118498,263.0,450.56273764258555
Paraguay,United States of America,Imports,7803553,8352.0,934.3334530651341
Peru,Australia,Imports,143806,1222.0,117.68085106382979
Peru,Belgium,Imports,28987633,28646.0,1011.9260280667457
Peru,Brazil,Imports,2913,0.0,0.0
Peru,Canada,Imports,89107,95.0,937.9684210526316
Peru,Ecuador,Exports,249,5.0,49.8
Peru,France,Imports,15575448,50663.0,307.43240629256064
Peru,Germany,Imports,188963,336.0,562.389880952381
Peru,India,Imports,10943337,65255.0,167.70112635047124
Peru,Ireland,Imports,2142918,1085.0,1975.0396313364056
Peru,Rep. of Korea,Imports,9921755,24333.0,407.7489417663256
Peru,Singapore,Exports,8466,3.0,2822.0
Peru,United Kingdom,Imports,32265,22.0,1466.590909090909
Peru,United States of America,Imports,28136331,24086.0,1168.1612139832268
Philippines,Australia,Exports,323459,3280.0,98.6155487804878
Philippines,Australia,Imports,2615,20.0,130.75
Philippines,Austria,Imports,30147,15.0,2009.8
Philippines,Belgium,Imports,68571247,69291.0,989.6126048115917
Philippines,Canada,Imports,209230,495.0,422.6868686868687
Philippines,China,Imports,1799509,55866.0,32.21116600436759
Philippines,"China, Hong Kong SAR",Imports,30732,452.0,67.99115044247787
Philippines,France,Imports,14642191,24737.0,591.914581396289
Philippines,Germany,Imports,5026710,19416.0,258.8952410383189
Philippines,India,Imports,20090591,138090.0,145.48910855239336
Philippines,Indonesia,Imports,206451,2238.0,92.2479892761394
Philippines,Ireland,Imports,8299326,6719.0,1235.2025599047477
Philippines,Italy,Imports,1219938,8896.0,137.13331834532374
Philippines,Japan,Imports,67781,194.0,349.38659793814435
Philippines,Netherlands,Imports,33151704,53513.0,619.5074841627268
Philippines,Pakistan,Imports,80350,6266.0,12.823172677944463
Philippines,Rep. of Korea,Imports,2233548,13738.0,162.58174406754986
Philippines,Singapore,Exports,90,4.0,22.5
Philippines,Thailand,Imports,708483,2188.0,323.8039305301645
Philippines,United Kingdom,Imports,986336,1986.0,496.6445115810675
Philippines,United States of America,Imports,4880050,10647.0,458.34976988823144
Poland,Australia,Exports,19177,20.0,958.85
Poland,Australia,Imports,257969,152.0,1697.1644736842106
Poland,Austria,Exports,54051,22.0,2456.8636363636365
Poland,Austria,Imports,7428699,7149.0,1039.124213176668
Poland,Belgium,Imports,685878035,2767598.0,247.8242992660061
Poland,Bosnia Herzegovina,Exports,212753,27.0,7879.740740740741
Poland,China,Imports,17,3.0,5.666666666666667
Poland,Croatia,Exports,189971,31.0,6128.096774193548
Poland,Czech Rep.,Exports,13031098,40556.0,321.31122398658647
Poland,Denmark,Exports,6772162,116173.0,58.29376877587735
Poland,Denmark,Imports,4141908,13297.0,311.4919154696548
Poland,Estonia,Exports,1000449,5080.0,196.93877952755906
Poland,Finland,Exports,15881111,18398.0,863.1976845309273
Poland,France,Imports,29595586,81124.0,364.819116414378
Poland,Germany,Exports,464441550,804686.0,577.1711574452644
Poland,Germany,Imports,18556027,17903.0,1036.4758420376472
Poland,Hungary,Exports,77389,34.0,2276.1470588235293
Poland,Hungary,Imports,9622768,21434.0,448.94877297751236
Poland,Ireland,Imports,2026125,968.0,2093.1043388429753
Poland,Italy,Exports,18696,94.0,198.89361702127658
Poland,Italy,Imports,40352775,257961.0,156.42975100887344
Poland,Kazakhstan,Exports,161,1.0,161.0
Poland,Latvia,Exports,6209097,15679.0,396.013585050067
Poland,Lithuania,Exports,5070811,6927.0,732.0356575718204
Poland,Malta,Exports,9465,2.0,4732.5
Poland,Netherlands,Exports,210315,362.0,580.9806629834254
Poland,Netherlands,Imports,39848,76.0,524.3157894736842
Poland,Portugal,Imports,1207329,2001.0,603.3628185907046
Poland,Rep. of Korea,Imports,2132041,10936.0,194.95619970738844
Poland,Romania,Exports,3103,1.0,3103.0
Poland,Russian Federation,Exports,4943925,1029.0,4804.591836734694
Poland,Slovakia,Exports,17691657,126275.0,140.10419322906355
Poland,Slovenia,Exports,11600,8.0,1450.0
Poland,Spain,Imports,485251,1398.0,347.10371959942773
Poland,Sweden,Exports,33528089,315951.0,106.11800247506734
Poland,Sweden,Imports,1496880,3277.0,456.7836435764419
Poland,Thailand,Exports,140110,129.0,1086.124031007752
Poland,Tunisia,Imports,46,2.0,23.0
Poland,United Kingdom,Exports,323,1.0,323.0
Poland,United Kingdom,Imports,2344852,4861.0,482.3805801275458
Poland,United States of America,Imports,10421398,5717.0,1822.8787825782754
Portugal,Angola,Exports,741969,1343.0,552.4713328369322
Portugal,Austria,Imports,502605,388.0,1295.3737113402062
Portugal,Belgium,Imports,7738457,5995.0,1290.8185154295245
Portugal,Bulgaria,Exports,82234,483.0,170.2567287784679
Portugal,Bunkers,Exports,298,1.0,298.0
Portugal,Cabo Verde,Exports,124905,458.0,272.7183406113537
Portugal,Czech Rep.,Exports,161263,82.0,1966.621951219512
Portugal,Denmark,Exports,281681,400.0,704.2025
Portugal,Denmark,Imports,2174315,3024.0,719.0195105820105
Portugal,France,Imports,9558428,31975.0,298.93441751368255
Portugal,Germany,Exports,4875754,5306.0,918.9133056916698
Portugal,Germany,Imports,10641,23.0,462.6521739130435
Portugal,Greece,Imports,122999,222.0,554.0495495495495
Portugal,Hungary,Exports,896161,2043.0,438.6495349975526
Portugal,India,Imports,157,0.0,0.0
Portugal,Italy,Exports,1014972,4488.0,226.1524064171123
Portugal,Lithuania,Exports,3489,2.0,1744.5
Portugal,Lithuania,Imports,404,0.0,0.0
Portugal,Netherlands,Exports,56178,268.0,209.61940298507463
Portugal,Netherlands,Imports,12907817,15668.0,823.833099310697
Portugal,Poland,Exports,837277,1771.0,472.7707509881423
Portugal,Spain,Imports,31532941,20266.0,1555.9528767393665
Portugal,Switzerland,Exports,343864,11902.0,28.891278776676188
Portugal,Switzerland,Imports,8630432,12439.0,693.8204035694188
Portugal,United Kingdom,Exports,325902,560.0,581.9678571428572
Portugal,United Kingdom,Imports,17894201,10209.0,1752.7868547360172
Qatar,Belgium,Imports,3637132,8349.0,435.63684273565696
Qatar,Canada,Imports,109550,180.0,608.6111111111111
Qatar,Finland,Imports,43449,32.0,1357.78125
Qatar,France,Imports,2898735,13851.0,209.2798353909465
Qatar,Germany,Imports,16473,632.0,26.064873417721518
Qatar,India,Imports,300237,703.0,427.0796586059744
Qatar,Ireland,Imports,3604839,3234.0,1114.6688311688313
Qatar,Japan,Imports,73057,208.0,351.2355769230769
Qatar,Netherlands,Imports,23904,460.0,51.96521739130435
Qatar,Switzerland,Imports,112519,49.0,2296.3061224489797
Qatar,Turkey,Imports,16798,195.0,86.14358974358974
Qatar,United Kingdom,Imports,46456,1058.0,43.90926275992439
Qatar,United States of America,Imports,2343392,6942.0,337.56727167963123
Rep. of Korea,Afghanistan,Exports,560065,2940.0,190.4982993197279
Rep. of Korea,Albania,Exports,6657,123.0,54.1219512195122
Rep. of Korea,Angola,Exports,1114815,3298.0,338.0275924802911
Rep. of Korea,Anguilla,Exports,1389,18.0,77.16666666666667
Rep. of Korea,Antigua and Barbuda,Exports,21444,31.0,691.741935483871
Rep. of Korea,Argentina,Exports,502236,6416.0,78.2786783042394
Rep. of Korea,Armenia,Exports,246912,1679.0,147.0589636688505
Rep. of Korea,Aruba,Exports,5788,55.0,105.23636363636363
Rep. of Korea,Australia,Exports,36969,49.0,754.469387755102
Rep. of Korea,Australia,Imports,1215651,182.0,6679.4010989010985
Rep. of Korea,Azerbaijan,Exports,42007,708.0,59.3319209039548
Rep. of Korea,Bahamas,Exports,44800,37.0,1210.8108108108108
Rep. of Korea,Bangladesh,Exports,1107440,8982.0,123.29547984858606
Rep. of Korea,Barbados,Exports,44800,72.0,622.2222222222222
Rep. of Korea,Belarus,Exports,15990,25.0,639.6
Rep. of Korea,Belgium,Imports,23747411,47061.0,504.60914557701705
Rep. of Korea,Belize,Exports,50796,59.0,860.9491525423729
Rep. of Korea,Bolivia,Exports,3442321,3671.0,937.7066194497412
Rep. of Korea,Bosnia Herzegovina,Exports,100340,282.0,355.8156028368794
Rep. of Korea,Br. Virgin Isds,Exports,20776,30.0,692.5333333333333
Rep. of Korea,Brazil,Exports,2774356,18533.0,149.6981600388496
Rep. of Korea,Bulgaria,Imports,3278749,8663.0,378.47731732656126
Rep. of Korea,Burundi,Exports,178230,532.0,335.0187969924812
Rep. of Korea,Cambodia,Exports,788392,6863.0,114.87571033075915
Rep. of Korea,Canada,Exports,926,5.0,185.2
Rep. of Korea,Canada,Imports,4503052,5701.0,789.8705490264866
Rep. of Korea,Cayman Isds,Exports,6386,22.0,290.27272727272725
Rep. of Korea,Chile,Exports,740678,2255.0,328.460310421286
Rep. of Korea,China,Exports,327139,63.0,5192.68253968254
Rep. of Korea,China,Imports,3845657,6684.0,575.3526331538001
Rep. of Korea,"China, Hong Kong SAR",Exports,44094,15.0,2939.6
Rep. of Korea,Colombia,Exports,5762288,7072.0,814.8031674208145
Rep. of Korea,Congo,Exports,2849872,7778.0,366.4016456672667
Rep. of Korea,Costa Rica,Exports,1042088,2516.0,414.18441971383146
Rep. of Korea,Cuba,Exports,437740,373.0,1173.5656836461126
Rep. of Korea,Curaçao,Exports,871,17.0,51.23529411764706
Rep. of Korea,Dem.Rep. of the Congo,Exports,2032550,6038.0,336.62636634647237
Rep. of Korea,Denmark,Imports,1050578,932.0,1127.2296137339056
Rep. of Korea,Djibouti,Exports,34075,202.0,168.6881188118812
Rep. of Korea,Dominican Rep.,Exports,660800,541.0,1221.441774491682
Rep. of Korea,Ecuador,Exports,11062624,13180.0,839.3493171471927
Rep. of Korea,Egypt,Exports,310163,3911.0,79.30529276399898
Rep. of Korea,El Salvador,Exports,12331,25.0,493.24
Rep. of Korea,Equatorial Guinea,Exports,26000,80.0,325.0
Rep. of Korea,Ethiopia,Exports,1579074,12822.0,123.1534861956013
Rep. of Korea,Fiji,Exports,101924,1110.0,91.82342342342342
Rep. of Korea,France,Exports,1198859,2964.0,404.47334682861
Rep. of Korea,France,Imports,39850504,68815.0,579.0961854246893
Rep. of Korea,Gambia,Exports,15750,184.0,85.59782608695652
Rep. of Korea,Georgia,Exports,22805,132.0,172.7651515151515
Rep. of Korea,Germany,Exports,22750,80.0,284.375
Rep. of Korea,Germany,Imports,13585342,24550.0,553.3744195519348
Rep. of Korea,Grenada,Exports,6241,40.0,156.025
Rep. of Korea,Guatemala,Exports,2953701,5750.0,513.6871304347826
Rep. of Korea,Guinea-Bissau,Exports,67600,213.0,317.37089201877933
Rep. of Korea,Guyana,Exports,14212,201.0,70.70646766169155
Rep. of Korea,Haiti,Exports,39480,53.0,744.9056603773585
Rep. of Korea,Honduras,Exports,3272053,6346.0,515.6087299086039
Rep. of Korea,India,Exports,35061,13.0,2697.0
Rep. of Korea,India,Imports,19423,26.0,747.0384615384615
Rep. of Korea,Indonesia,Exports,23579997,9035.0,2609.850249031544
Rep. of Korea,Indonesia,Imports,12192,30.0,406.4
Rep. of Korea,Iran,Exports,578689,3913.0,147.88883209813443
Rep. of Korea,Iraq,Exports,1817198,7640.0,237.85314136125655
Rep. of Korea,Ireland,Exports,8640,59.0,146.4406779661017
